Year,Grid,Target,Feature,Mean,Slope,Intercept,Formula
2016,480m,ext_2016,Dist_M,41.57136172930223,0.32221824760805706,40.82196634005867,predy = 0.3222 * Dist_M + 40.8220
2016,480m,hr_2016,BCR,-10.537053757494542,-0.10624999895320958,-8.81519787296861,predy = -0.1062 * BCR + -8.8152
2016,480m,hr_2016,BCR,-10.537053757494542,-0.10624999895320958,-8.81519787296861,predy = -0.1062 * BCR + -8.8152
2016,480m,hr_2016,BHV,-10.537053757494542,-0.055419019068799855,-10.054749712763893,predy = -0.0554 * BHV + -10.0547
2016,480m,hr_2016,BCR,-10.537053757494542,-0.10624999895320958,-8.81519787296861,predy = -0.1062 * BCR + -8.8152
2016,480m,hr_2016,BHV,-10.537053757494542,-0.055419019068799855,-10.054749712763893,predy = -0.0554 * BHV + -10.0547
2016,480m,hr_2016,SVF,-10.537053757494542,12.97433036517248,-21.65686104843942,predy = 12.9743 * SVF + -21.6569
2016,480m,hr_2016,BCR,-10.537053757494542,-0.10624999895320958,-8.81519787296861,predy = -0.1062 * BCR + -8.8152
2016,480m,hr_2016,BHV,-10.537053757494542,-0.055419019068799855,-10.054749712763893,predy = -0.0554 * BHV + -10.0547
2016,480m,hr_2016,SVF,-10.537053757494542,12.97433036517248,-21.65686104843942,predy = 12.9743 * SVF + -21.6569
2016,480m,hr_2016,NDVI,-10.537053757494542,9.286867736790596,-11.944157968375617,predy = 9.2869 * NDVI + -11.9442
2016,480m,hr_2016,BCR,-10.537053757494542,-0.10624999895320958,-8.81519787296861,predy = -0.1062 * BCR + -8.8152
2016,480m,hr_2016,BHV,-10.537053757494542,-0.055419019068799855,-10.054749712763893,predy = -0.0554 * BHV + -10.0547
2016,480m,hr_2016,SVF,-10.537053757494542,12.97433036517248,-21.65686104843942,predy = 12.9743 * SVF + -21.6569
2016,480m,hr_2016,NDVI,-10.537053757494542,9.286867736790596,-11.944157968375617,predy = 9.2869 * NDVI + -11.9442
2016,480m,hr_2016,EV,-10.537053757494542,0.011765294503393166,-11.106697576661155,predy = 0.0118 * EV + -11.1067
2016,480m,hr_2016,BCR,-10.537053757494542,-0.10624999895320958,-8.81519787296861,predy = -0.1062 * BCR + -8.8152
2016,480m,hr_2016,BHV,-10.537053757494542,-0.055419019068799855,-10.054749712763893,predy = -0.0554 * BHV + -10.0547
2016,480m,hr_2016,SVF,-10.537053757494542,12.97433036517248,-21.65686104843942,predy = 12.9743 * SVF + -21.6569
2016,480m,hr_2016,NDVI,-10.537053757494542,9.286867736790596,-11.944157968375617,predy = 9.2869 * NDVI + -11.9442
2016,480m,hr_2016,EV,-10.537053757494542,0.011765294503393166,-11.106697576661155,predy = 0.0118 * EV + -11.1067
2016,480m,hr_2016,WR,-10.537053757494542,0.045341235809946194,-10.816168514759728,predy = 0.0453 * WR + -10.8162
2016,480m,hr_2016,BCR,-10.537053757494542,-0.10624999895320958,-8.81519787296861,predy = -0.1062 * BCR + -8.8152
2016,480m,hr_2016,BHV,-10.537053757494542,-0.055419019068799855,-10.054749712763893,predy = -0.0554 * BHV + -10.0547
2016,480m,hr_2016,SVF,-10.537053757494542,12.97433036517248,-21.65686104843942,predy = 12.9743 * SVF + -21.6569
2016,480m,hr_2016,NDVI,-10.537053757494542,9.286867736790596,-11.944157968375617,predy = 9.2869 * NDVI + -11.9442
2016,480m,hr_2016,EV,-10.537053757494542,0.011765294503393166,-11.106697576661155,predy = 0.0118 * EV + -11.1067
2016,480m,hr_2016,WR,-10.537053757494542,0.045341235809946194,-10.816168514759728,predy = 0.0453 * WR + -10.8162
2016,480m,hr_2016,Dist_W,-10.537053757494542,0.17345855888012973,-10.777213751850182,predy = 0.1735 * Dist_W + -10.7772
2016,480m,hr_2016,BCR,-10.537053757494542,-0.10624999895320958,-8.81519787296861,predy = -0.1062 * BCR + -8.8152
2016,480m,hr_2016,BHV,-10.537053757494542,-0.055419019068799855,-10.054749712763893,predy = -0.0554 * BHV + -10.0547
2016,480m,hr_2016,SVF,-10.537053757494542,12.97433036517248,-21.65686104843942,predy = 12.9743 * SVF + -21.6569
2016,480m,hr_2016,NDVI,-10.537053757494542,9.286867736790596,-11.944157968375617,predy = 9.2869 * NDVI + -11.9442
2016,480m,hr_2016,EV,-10.537053757494542,0.011765294503393166,-11.106697576661155,predy = 0.0118 * EV + -11.1067
2016,480m,hr_2016,WR,-10.537053757494542,0.045341235809946194,-10.816168514759728,predy = 0.0453 * WR + -10.8162
2016,480m,hr_2016,Dist_W,-10.537053757494542,0.17345855888012973,-10.777213751850182,predy = 0.1735 * Dist_W + -10.7772
2016,480m,hr_2016,Dist_P,-10.537053757494542,0.40339856584781886,-10.861898296002224,predy = 0.4034 * Dist_P + -10.8619
2016,480m,hr_2016,BCR,-10.537053757494542,-0.10624999895320958,-8.81519787296861,predy = -0.1062 * BCR + -8.8152
2016,480m,hr_2016,BHV,-10.537053757494542,-0.055419019068799855,-10.054749712763893,predy = -0.0554 * BHV + -10.0547
2016,480m,hr_2016,SVF,-10.537053757494542,12.97433036517248,-21.65686104843942,predy = 12.9743 * SVF + -21.6569
2016,480m,hr_2016,NDVI,-10.537053757494542,9.286867736790596,-11.944157968375617,predy = 9.2869 * NDVI + -11.9442
2016,480m,hr_2016,EV,-10.537053757494542,0.011765294503393166,-11.106697576661155,predy = 0.0118 * EV + -11.1067
2016,480m,hr_2016,WR,-10.537053757494542,0.045341235809946194,-10.816168514759728,predy = 0.0453 * WR + -10.8162
2016,480m,hr_2016,Dist_W,-10.537053757494542,0.17345855888012973,-10.777213751850182,predy = 0.1735 * Dist_W + -10.7772
2016,480m,hr_2016,Dist_P,-10.537053757494542,0.40339856584781886,-10.861898296002224,predy = 0.4034 * Dist_P + -10.8619
2016,480m,hr_2016,Dist_M,-10.537053757494542,-0.02094692740509597,-10.488336681622132,predy = -0.0209 * Dist_M + -10.4883
